ID_Equipe,Semestre,window_end_day,rolling_7d_value,tier,evaluator_score_t3,planning_artifact_present_t1,planning_scope_log1p_t1,team_full_period_rolling_max,team_full_period_rolling_intensity_pct,activity_metric
TEAM_01,2026.1,-84,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-83,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-82,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-81,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-80,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-79,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-78,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-77,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-76,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-75,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-74,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-73,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-72,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-71,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-70,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-69,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-68,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-67,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-66,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-65,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-64,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-63,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-62,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-61,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-60,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-59,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-58,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-57,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-56,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-55,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-54,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-53,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-52,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-51,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-50,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-49,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-48,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-47,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-46,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-45,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-44,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-43,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-42,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-41,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-40,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-39,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-38,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-37,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-36,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-35,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-34,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-33,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-32,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-31,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-30,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-29,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-28,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-27,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-26,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-25,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-24,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-23,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-22,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-21,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-20,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-19,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-18,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-17,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-16,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-15,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-14,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-13,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-12,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-11,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-10,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-9,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-8,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-7,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-6,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-5,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-4,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-3,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-2,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
